code_module,code_presentation,id_student,date_registration,date_unregistration,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,total_activity,days_active,last_active_date,distinct_content_items_accessed,final_assessment_score,final_exam_score
AAA,2013J,100893,-62.0,,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,744.0,52.0,250.0,47.0,68.69999999999999,
AAA,2013J,101781,-103.0,,M,South Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass,4104.0,144.0,268.0,99.0,71.60000000000001,
AAA,2013J,102806,-107.0,,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,1944.0,177.0,267.0,75.0,76.0,
AAA,2013J,102952,-100.0,,M,London Region,HE Qualification,60-70%,0-35,0,60,N,Pass,1150.0,58.0,246.0,69.0,77.10000000000001,
AAA,2013J,104476,-109.0,,M,Ireland,Post Graduate Qualification,,35-55,0,60,N,Pass,4777.0,161.0,258.0,106.0,78.9,
AAA,2013J,106247,5.0,175.0,M,South Region,HE Qualification,80-90%,35-55,0,60,N,Withdrawn,465.0,33.0,150.0,43.0,29.299999999999997,
AAA,2013J,106577,-107.0,,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,733.0,47.0,253.0,50.0,54.199999999999996,
AAA,2013J,110175,-110.0,,M,East Anglian Region,HE Qualification,80-90%,35-55,0,60,N,Pass,998.0,70.0,242.0,68.0,63.7,
AAA,2013J,111717,-43.0,,F,East Anglian Region,HE Qualification,90-100%,35-55,0,60,N,Pass,2343.0,136.0,249.0,89.0,48.9,
AAA,2013J,113295,-26.0,,M,Yorkshire Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass,3553.0,195.0,261.0,92.0,77.3,
AAA,2013J,114017,-29.0,,F,North Region,Post Graduate Qualification,,35-55,0,60,N,Pass,757.0,50.0,257.0,39.0,72.3,
AAA,2013J,114999,-68.0,,M,Yorkshire Region,HE Qualification,60-70%,35-55,0,60,N,Pass,1358.0,120.0,264.0,86.0,70.8,
AAA,2013J,116541,-68.0,,M,Wales,HE Qualification,0-10%,0-35,0,60,N,Pass,1886.0,108.0,242.0,73.0,59.8,
AAA,2013J,116692,-32.0,,M,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,1108.0,98.0,228.0,64.0,74.2,
AAA,2013J,118983,-99.0,,M,East Midlands Region,HE Qualification,30-40%,0-35,0,120,N,Pass,284.0,27.0,268.0,35.0,59.0,
AAA,2013J,123044,-82.0,,M,South Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,2041.0,127.0,247.0,75.0,70.69999999999999,
AAA,2013J,127582,-31.0,,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,180,N,Pass,1321.0,89.0,240.0,64.0,69.4,
AAA,2013J,129955,-197.0,135.0,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn,1011.0,83.0,135.0,51.0,40.099999999999994,
AAA,2013J,132976,-75.0,,F,East Anglian Region,Lower Than A Level,80-90%,35-55,0,120,N,Pass,520.0,32.0,242.0,47.0,67.3,
AAA,2013J,134143,-96.0,,F,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,Distinction,2732.0,138.0,268.0,85.0,83.8,
AAA,2013J,135335,-29.0,30.0,F,East Anglian Region,Lower Than A Level,20-30%,0-35,0,180,N,Withdrawn,57.0,10.0,24.0,8.0,,
AAA,2013J,135400,-32.0,144.0,F,South East Region,Lower Than A Level,90-100%,35-55,0,60,Y,Withdrawn,287.0,24.0,97.0,28.0,17.4,
AAA,2013J,137873,-195.0,,M,South West Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,5528.0,192.0,250.0,86.0,81.7,
AAA,2013J,141355,-61.0,,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,240,N,Pass,1823.0,92.0,256.0,74.0,72.0,
AAA,2013J,141377,-110.0,129.0,M,South West Region,A Level or Equivalent,90-100%,0-35,0,345,N,Withdrawn,143.0,9.0,109.0,21.0,4.5,
AAA,2013J,142326,-37.0,,F,North Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,2121.0,95.0,242.0,84.0,75.30000000000001,
AAA,2013J,144801,-67.0,,F,South Region,HE Qualification,80-90%,35-55,0,60,N,Pass,5645.0,200.0,267.0,122.0,70.6,
AAA,2013J,145130,-36.0,,M,South West Region,HE Qualification,60-70%,0-35,0,120,N,Pass,452.0,35.0,261.0,48.0,53.2,
AAA,2013J,146188,-132.0,,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,Y,Fail,597.0,32.0,255.0,53.0,48.800000000000004,
AAA,2013J,147756,-92.0,,M,North Region,Lower Than A Level,60-70%,0-35,0,120,N,Fail,611.0,74.0,219.0,40.0,51.3,
AAA,2013J,147793,-138.0,58.0,F,North Region,Lower Than A Level,80-90%,0-35,0,90,N,Withdrawn,155.0,9.0,59.0,17.0,5.2,
AAA,2013J,148993,-174.0,158.0,F,North Western Region,A Level or Equivalent,30-40%,35-55,0,60,Y,Withdrawn,1864.0,106.0,157.0,70.0,36.4,
AAA,2013J,151358,-44.0,,F,London Region,A Level or Equivalent,80-90%,0-35,0,150,N,Pass,270.0,20.0,242.0,31.0,49.6,
AAA,2013J,155550,-16.0,,M,London Region,A Level or Equivalent,0-10%,35-55,0,420,N,Pass,1529.0,81.0,243.0,59.0,66.0,
AAA,2013J,155854,-54.0,,F,East Midlands Region,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,4003.0,202.0,267.0,96.0,79.4,
AAA,2013J,155984,-64.0,191.0,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn,908.0,44.0,187.0,44.0,23.5,
AAA,2013J,157568,-52.0,,F,South West Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,1405.0,87.0,241.0,62.0,68.60000000000001,
AAA,2013J,159954,-46.0,123.0,M,East Midlands Region,A Level or Equivalent,40-50%,35-55,0,60,N,Withdrawn,1185.0,66.0,116.0,58.0,20.1,
AAA,2013J,164259,-64.0,,M,Scotland,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,466.0,51.0,263.0,41.0,70.4,
AAA,2013J,167906,-117.0,,F,Yorkshire Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,1510.0,99.0,258.0,75.0,70.9,
AAA,2013J,168936,-32.0,,F,West Midlands Region,Lower Than A Level,10-20,35-55,0,60,N,Pass,745.0,42.0,257.0,47.0,64.89999999999999,
AAA,2013J,172112,-50.0,,M,Ireland,HE Qualification,,35-55,0,60,N,Pass,1939.0,135.0,263.0,84.0,71.1,
AAA,2013J,172797,-45.0,,F,Ireland,A Level or Equivalent,,35-55,0,60,N,Pass,1782.0,86.0,268.0,85.0,61.400000000000006,
AAA,2013J,174782,-162.0,,M,East Anglian Region,HE Qualification,90-100%,55<=,0,60,N,Pass,6318.0,249.0,268.0,93.0,80.1,
AAA,2013J,175392,-195.0,,M,North Region,HE Qualification,,35-55,0,60,N,Pass,4447.0,197.0,266.0,117.0,81.7,
AAA,2013J,175932,-92.0,,M,North Western Region,HE Qualification,70-80%,35-55,0,60,N,Pass,2016.0,97.0,253.0,60.0,78.8,
AAA,2013J,175991,-57.0,,F,North Western Region,A Level or Equivalent,80-90%,0-35,0,180,N,Fail,138.0,17.0,242.0,17.0,36.0,
AAA,2013J,180753,-64.0,,M,South West Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,2012.0,157.0,263.0,83.0,51.7,
AAA,2013J,181316,-39.0,60.0,F,South West Region,A Level or Equivalent,80-90%,35-55,0,120,N,Withdrawn,487.0,20.0,66.0,37.0,7.6,
AAA,2013J,183096,-128.0,,F,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,1975.0,116.0,242.0,83.0,54.0,
AAA,2013J,183947,-32.0,,M,London Region,A Level or Equivalent,10-20,0-35,0,180,N,Pass,964.0,58.0,253.0,69.0,46.6,
AAA,2013J,184271,-74.0,,M,South West Region,HE Qualification,80-90%,35-55,0,170,N,Pass,1312.0,147.0,263.0,90.0,58.7,
AAA,2013J,185439,-12.0,,M,London Region,HE Qualification,10-20,0-35,0,120,N,Fail,427.0,15.0,39.0,36.0,7.4,
AAA,2013J,186149,-109.0,,M,Scotland,HE Qualification,30-40%,35-55,0,60,N,Pass,2136.0,109.0,267.0,133.0,75.6,
AAA,2013J,187100,-136.0,,M,South East Region,A Level or Equivalent,50-60%,35-55,0,60,N,Distinction,8562.0,231.0,265.0,97.0,89.4,
AAA,2013J,188278,-57.0,60.0,M,Yorkshire Region,A Level or Equivalent,70-80%,35-55,0,120,N,Withdrawn,1434.0,49.0,60.0,41.0,7.6,
AAA,2013J,189879,-180.0,,M,Scotland,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,1541.0,84.0,248.0,75.0,78.80000000000001,
AAA,2013J,192183,-62.0,,F,South West Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass,3219.0,176.0,242.0,86.0,66.69999999999999,
AAA,2013J,195262,-45.0,185.0,M,London Region,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn,1905.0,58.0,183.0,75.0,10.0,
AAA,2013J,200860,-54.0,,M,London Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,534.0,81.0,252.0,42.0,50.8,
AAA,2013J,202635,-73.0,166.0,F,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,1418.0,47.0,143.0,49.0,33.2,
AAA,2013J,205350,-68.0,,M,South West Region,HE Qualification,80-90%,35-55,0,60,N,Pass,1665.0,126.0,268.0,106.0,72.2,
AAA,2013J,205719,-51.0,,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,90,Y,Fail,333.0,32.0,215.0,35.0,27.3,
AAA,2013J,227499,-169.0,,F,London Region,A Level or Equivalent,10-20,35-55,0,60,N,Distinction,2953.0,162.0,243.0,86.0,83.5,
AAA,2013J,227517,-172.0,,M,Ireland,HE Qualification,,0-35,0,180,N,Fail,1205.0,69.0,262.0,59.0,61.7,
AAA,2013J,228082,-31.0,,M,London Region,HE Qualification,60-70%,0-35,0,60,N,Pass,227.0,37.0,243.0,24.0,74.8,
AAA,2013J,228222,-108.0,,M,East Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,445.0,38.0,243.0,45.0,60.7,
AAA,2013J,229179,-165.0,,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,614.0,50.0,244.0,45.0,65.1,
AAA,2013J,229361,-58.0,,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,1215.0,123.0,268.0,52.0,77.5,
AAA,2013J,231554,-29.0,,M,London Region,A Level or Equivalent,40-50%,0-35,0,240,N,Pass,1839.0,86.0,249.0,67.0,52.8,
AAA,2013J,235507,-79.0,109.0,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,240,N,Withdrawn,190.0,21.0,46.0,24.0,6.5,
AAA,2013J,236284,2.0,,M,Scotland,Post Graduate Qualification,90-100%,0-35,0,60,N,Pass,732.0,41.0,242.0,56.0,75.5,
AAA,2013J,238007,-151.0,,M,South Region,HE Qualification,90-100%,55<=,0,60,N,Pass,1935.0,162.0,243.0,92.0,79.5,
AAA,2013J,240712,-45.0,,M,London Region,HE Qualification,80-90%,0-35,0,80,N,Pass,321.0,26.0,215.0,33.0,74.2,
AAA,2013J,240884,-47.0,,M,South Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,427.0,44.0,242.0,48.0,56.400000000000006,
AAA,2013J,241649,-50.0,,M,East Anglian Region,HE Qualification,90-100%,35-55,0,60,N,Pass,1892.0,135.0,263.0,77.0,78.80000000000001,
AAA,2013J,241729,-31.0,,F,East Midlands Region,HE Qualification,60-70%,35-55,0,60,N,Fail,1829.0,117.0,260.0,77.0,59.599999999999994,
AAA,2013J,242793,-36.0,,M,London Region,HE Qualification,20-30%,35-55,0,60,N,Pass,658.0,56.0,261.0,82.0,79.2,
AAA,2013J,246834,-16.0,,M,South West Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,1174.0,68.0,267.0,50.0,54.8,
AAA,2013J,248270,-198.0,,M,North Western Region,Lower Than A Level,20-30%,0-35,0,90,N,Pass,1969.0,193.0,265.0,64.0,78.9,
AAA,2013J,255548,-103.0,,M,Wales,Lower Than A Level,20-30%,35-55,0,60,N,Pass,2580.0,166.0,268.0,77.0,68.4,
AAA,2013J,256815,-117.0,,M,North Western Region,HE Qualification,10-20,0-35,0,120,N,Pass,1481.0,139.0,262.0,79.0,77.7,
AAA,2013J,258392,-68.0,,F,West Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,844.0,53.0,240.0,63.0,59.099999999999994,
AAA,2013J,258894,-172.0,,F,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,4963.0,204.0,255.0,85.0,64.39999999999999,
AAA,2013J,260355,-186.0,170.0,F,London Region,A Level or Equivalent,80-90%,35-55,0,60,N,Withdrawn,426.0,43.0,163.0,35.0,17.5,
AAA,2013J,262011,-145.0,,M,East Midlands Region,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,1066.0,69.0,243.0,49.0,72.1,
AAA,2013J,262934,-191.0,,F,North Western Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,2407.0,119.0,258.0,71.0,76.0,
AAA,2013J,268073,-33.0,,M,East Anglian Region,A Level or Equivalent,10-20,35-55,0,90,N,Fail,3210.0,116.0,268.0,88.0,75.5,
AAA,2013J,268733,-17.0,187.0,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,180,N,Withdrawn,188.0,18.0,185.0,14.0,12.1,
AAA,2013J,271251,-68.0,,M,Scotland,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,3348.0,128.0,266.0,93.0,76.9,
AAA,2013J,277880,-108.0,177.0,F,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,2016.0,78.0,177.0,63.0,33.6,
AAA,2013J,279572,-138.0,,M,London Region,Lower Than A Level,40-50%,0-35,0,60,N,Distinction,1183.0,63.0,265.0,57.0,79.6,
AAA,2013J,281022,-74.0,,F,Scotland,A Level or Equivalent,30-40%,0-35,0,150,N,Pass,492.0,49.0,242.0,45.0,73.8,
AAA,2013J,281250,-64.0,,M,Wales,Lower Than A Level,70-80%,35-55,0,60,N,Fail,130.0,15.0,243.0,24.0,54.300000000000004,
AAA,2013J,281589,-50.0,,M,North Western Region,HE Qualification,30-40%,0-35,0,60,N,Fail,59.0,8.0,133.0,12.0,,
AAA,2013J,282821,-107.0,,M,South West Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,1961.0,87.0,242.0,69.0,58.800000000000004,
AAA,2013J,286488,-8.0,,M,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,1046.0,68.0,245.0,76.0,73.5,
AAA,2013J,287548,-52.0,,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,483.0,47.0,241.0,53.0,67.9,
AAA,2013J,290201,-96.0,,M,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,1740.0,108.0,240.0,65.0,69.80000000000001,
AAA,2013J,290757,-141.0,,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,652.0,33.0,245.0,37.0,74.5,
AAA,2013J,291334,-132.0,,M,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,Distinction,5231.0,229.0,268.0,99.0,82.9,
AAA,2013J,292923,-162.0,-121.0,F,South East Region,A Level or Equivalent,90-100%,35-55,0,180,N,Withdrawn,,,,,,
AAA,2013J,293699,-27.0,,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,187.0,28.0,243.0,35.0,41.5,
AAA,2013J,294570,-80.0,,M,South East Region,HE Qualification,90-100%,55<=,0,60,N,Pass,1775.0,119.0,264.0,85.0,78.69999999999999,
AAA,2013J,294594,-145.0,,M,South East Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,865.0,94.0,266.0,52.0,51.0,
AAA,2013J,295741,-17.0,,M,South East Region,A Level or Equivalent,40-50%,35-55,0,240,N,Fail,709.0,87.0,256.0,50.0,51.900000000000006,
AAA,2013J,296332,-115.0,,M,South Region,Post Graduate Qualification,90-100%,55<=,0,60,N,Distinction,2152.0,124.0,267.0,91.0,84.3,
AAA,2013J,298696,-32.0,,F,South East Region,HE Qualification,80-90%,0-35,0,60,N,Pass,514.0,58.0,253.0,44.0,81.80000000000001,
AAA,2013J,300398,-59.0,,M,West Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,1997.0,108.0,264.0,55.0,78.30000000000001,
AAA,2013J,302302,-83.0,,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,513.0,24.0,175.0,42.0,29.400000000000002,
AAA,2013J,305152,-18.0,,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,N,Fail,146.0,11.0,199.0,17.0,6.4,
AAA,2013J,305386,-66.0,,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,Y,Pass,1277.0,85.0,242.0,81.0,78.1,
AAA,2013J,305539,-54.0,-3.0,F,Wales,Lower Than A Level,80-90%,0-35,0,120,N,Withdrawn,68.0,6.0,-5.0,13.0,,
AAA,2013J,306107,-107.0,,M,West Midlands Region,A Level or Equivalent,50-60%,35-55,0,120,N,Pass,987.0,81.0,243.0,63.0,54.9,
AAA,2013J,306466,-58.0,,M,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,1220.0,110.0,268.0,68.0,82.6,
AAA,2013J,306897,-123.0,,F,London Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,2742.0,189.0,261.0,83.0,60.9,
AAA,2013J,307061,-31.0,,F,East Midlands Region,HE Qualification,10-20,0-35,0,60,N,Pass,1081.0,87.0,262.0,69.0,81.3,
AAA,2013J,307866,-107.0,,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,1476.0,76.0,252.0,74.0,43.300000000000004,
AAA,2013J,311917,-121.0,,M,South West Region,A Level or Equivalent,60-70%,55<=,0,120,N,Pass,2230.0,145.0,267.0,84.0,60.4,
AAA,2013J,312537,-79.0,,M,South Region,Post Graduate Qualification,90-100%,55<=,0,60,N,Distinction,12882.0,271.0,268.0,111.0,87.80000000000001,
AAA,2013J,312782,-59.0,,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,281.0,46.0,243.0,30.0,58.5,
AAA,2013J,318933,-100.0,,F,East Anglian Region,HE Qualification,80-90%,0-35,0,120,N,Pass,1281.0,106.0,256.0,66.0,66.6,
AAA,2013J,319047,-47.0,,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,6589.0,232.0,268.0,104.0,78.6,
AAA,2013J,321942,-67.0,,M,South Region,HE Qualification,90-100%,55<=,0,60,N,Pass,10083.0,239.0,268.0,102.0,80.2,
AAA,2013J,324002,-32.0,,M,East Anglian Region,HE Qualification,40-50%,35-55,0,60,N,Pass,1901.0,122.0,243.0,80.0,80.19999999999999,
AAA,2013J,324084,-165.0,,F,South West Region,A Level or Equivalent,10-20,35-55,0,60,N,Pass,1961.0,110.0,263.0,81.0,57.5,
AAA,2013J,324282,-32.0,,M,South East Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,133.0,38.0,268.0,23.0,64.6,
AAA,2013J,331358,-67.0,53.0,F,South Region,HE Qualification,90-100%,35-55,0,60,N,Withdrawn,2376.0,45.0,52.0,109.0,8.4,
AAA,2013J,332789,-64.0,,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,1655.0,72.0,268.0,69.0,75.10000000000001,
AAA,2013J,333059,-103.0,,M,Scotland,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,301.0,31.0,243.0,39.0,62.599999999999994,
AAA,2013J,333323,-53.0,,M,Scotland,HE Qualification,80-90%,0-35,0,60,N,Pass,648.0,36.0,268.0,45.0,74.2,
AAA,2013J,334259,-32.0,,F,London Region,A Level or Equivalent,50-60%,0-35,0,150,N,Fail,332.0,27.0,205.0,30.0,15.5,
AAA,2013J,334333,-192.0,65.0,F,South West Region,A Level or Equivalent,0-10%,0-35,0,240,Y,Withdrawn,303.0,33.0,63.0,23.0,3.6,
AAA,2013J,335764,-196.0,160.0,F,South East Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,2286.0,106.0,160.0,57.0,43.2,
AAA,2013J,336207,-110.0,,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,1316.0,111.0,262.0,66.0,67.4,
AAA,2013J,339972,-57.0,,M,North Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,333.0,33.0,264.0,28.0,47.8,
AAA,2013J,341872,48.0,,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,180,N,Fail,201.0,35.0,226.0,25.0,63.800000000000004,
AAA,2013J,342007,-71.0,51.0,F,West Midlands Region,HE Qualification,70-80%,0-35,0,60,N,Withdrawn,880.0,38.0,51.0,37.0,7.5,
AAA,2013J,342514,-81.0,,M,Scotland,Lower Than A Level,50-60%,55<=,0,60,N,Pass,1950.0,98.0,260.0,74.0,78.4,
AAA,2013J,342972,-60.0,,M,Yorkshire Region,HE Qualification,0-10%,0-35,0,60,N,Pass,838.0,72.0,247.0,62.0,61.5,
AAA,2013J,343446,-49.0,,M,Ireland,HE Qualification,70-80%,35-55,0,120,N,Pass,3644.0,173.0,268.0,104.0,79.6,
AAA,2013J,344282,-12.0,,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,65.0,18.0,242.0,14.0,47.4,
AAA,2013J,345068,-37.0,,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,180,Y,Pass,547.0,51.0,243.0,50.0,79.5,
AAA,2013J,345357,-18.0,,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,60,N,Distinction,2219.0,134.0,267.0,79.0,82.0,
AAA,2013J,346025,-75.0,,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass,569.0,103.0,268.0,34.0,82.4,
AAA,2013J,346843,-44.0,,F,Scotland,HE Qualification,50-60%,35-55,0,120,N,Fail,164.0,8.0,44.0,17.0,,
AAA,2013J,350188,-49.0,,M,North Western Region,HE Qualification,80-90%,35-55,0,60,N,Pass,761.0,78.0,264.0,50.0,73.4,
AAA,2013J,354858,-32.0,5.0,M,South Region,HE Qualification,90-100%,35-55,0,120,N,Withdrawn,198.0,7.0,1.0,23.0,,
AAA,2013J,357668,-38.0,,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,166.0,27.0,171.0,23.0,29.3,
AAA,2013J,364177,-129.0,,M,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,N,Fail,821.0,63.0,212.0,47.0,48.8,
AAA,2013J,365244,-38.0,,F,London Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass,891.0,78.0,256.0,72.0,55.599999999999994,
AAA,2013J,365642,-52.0,,M,East Anglian Region,Lower Than A Level,10-20,35-55,0,60,N,Pass,2129.0,148.0,268.0,85.0,70.4,
AAA,2013J,366483,-4.0,,M,South West Region,HE Qualification,40-50%,0-35,0,60,N,Pass,1465.0,129.0,243.0,63.0,77.0,
AAA,2013J,368194,-123.0,,F,South West Region,A Level or Equivalent,50-60%,0-35,0,120,Y,Pass,437.0,32.0,242.0,46.0,49.099999999999994,
AAA,2013J,368824,-60.0,,M,Wales,HE Qualification,50-60%,35-55,0,120,N,Fail,292.0,25.0,247.0,27.0,53.699999999999996,
AAA,2013J,368963,-19.0,,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,180,N,Pass,677.0,52.0,236.0,65.0,67.4,
AAA,2013J,376439,-87.0,,M,North Region,HE Qualification,,0-35,0,60,N,Distinction,2342.0,154.0,249.0,60.0,87.3,
